trial,k,members,weights,ndcg5,recall1,recall5,mean_booked_rank,n_queries,n_booked
312,9,"A6,B1,B9,C11,C6,C8,C9,E1,F2","0.0445,0.1853,0.2677,0.0545,0.1780,0.0880,0.0416,0.1215,0.0191",0.4250284441376462,0.2552539404553415,0.6446293053123175,5.907472270869819,19979,13704
172,4,"A13,B10,C11,D4","0.1809,0.2715,0.1214,0.4262",0.4250241055953065,0.2543782837127846,0.6453590192644484,5.919001751313485,19979,13704
425,9,"A1,B10,B6,C6,C9,D14,E4,F13,I3","0.1097,0.0048,0.1687,0.1533,0.0418,0.3960,0.0694,0.0393,0.0171",0.42502019263637775,0.2570052539404553,0.6441914769410391,5.910683012259194,19979,13704
452,9,"A5,B10,B3,C11,C6,D4,E7,I1,I3","0.0113,0.0704,0.0476,0.0697,0.1856,0.2472,0.0506,0.2639,0.0537",0.4249999395241494,0.25634851138353765,0.6442644483362522,5.906450671336836,19979,13704
431,8,"B10,B9,C11,D4,E9,F13,H2,I6","0.1917,0.1471,0.1775,0.1238,0.0374,0.0565,0.0503,0.2158",0.42499104884790434,0.25474314068884996,0.6462346760070052,5.909369527145359,19979,13704
479,6,"B3,B7,C8,C9,D11,I6","0.0297,0.2092,0.3093,0.0593,0.3257,0.0668",0.42498686659115587,0.2543782837127846,0.6438995913601868,5.9186368943374195,19979,13704
128,10,"B1,B10,B6,C9,E10,E7,F2,F8,H2,I3","0.2004,0.0345,0.1121,0.1783,0.1152,0.0356,0.0956,0.0942,0.1235,0.0106",0.4249857793510278,0.2559106830122592,0.6438266199649737,5.898788674839463,19979,13704
174,8,"B1,B7,C11,C6,C8,E3,E4,I6","0.0427,0.0035,0.1565,0.0191,0.0001,0.1601,0.2013,0.4165",0.4249794146146131,0.25474314068884996,0.6442644483362522,5.907983070636311,19979,13704
429,7,"A1,A13,B7,B9,E1,E9,H2","0.2628,0.0598,0.0429,0.4103,0.0496,0.0487,0.1258",0.4249745917121282,0.2559836544074723,0.6438995913601868,5.9171774664331585,19979,13704
234,10,"A2,B1,B7,C6,C9,D14,E10,E6,E9,F8","0.0348,0.0322,0.0294,0.1754,0.0913,0.0572,0.0141,0.1529,0.3108,0.1018",0.4249724095654016,0.25532691185055456,0.6441185055458261,5.914185639229422,19979,13704
21,10,"A11,A5,B1,B6,C6,D11,E4,E6,F13,I3","0.1808,0.0237,0.0559,0.0232,0.2085,0.0135,0.0889,0.0809,0.0564,0.2682",0.4249723479052113,0.25503502626970226,0.6458698190309399,5.9155720957384705,19979,13704
