trial,k,members,weights,ndcg5,recall1,recall5,mean_booked_rank,n_queries,n_booked
232,9,"A1,A13,B1,B3,B9,C11,E3,E4,F1","0.0683,0.3293,0.0351,0.0207,0.0272,0.0855,0.2129,0.1830,0.0379",0.4245980153044322,0.25379451255108,0.645942790426153,5.906815528312901,19979,13704
43,5,"B1,C11,C8,E6,I6","0.3652,0.1487,0.0621,0.3146,0.1093",0.4245919058267469,0.2536485697606538,0.645067133683596,5.906888499708114,19979,13704
315,5,"B1,B7,C8,F13,I3","0.4656,0.0693,0.0289,0.3023,0.1339",0.4245883695331369,0.25576474022183304,0.6431698774080561,5.926152948044367,19979,13704
338,9,"A5,B7,D11,D14,E7,F1,F13,F8,H2","0.1922,0.0136,0.0984,0.0867,0.0203,0.1578,0.2504,0.1763,0.0044",0.42458788323620855,0.25488908347927614,0.6440455341506129,5.920388207822533,19979,13704
206,5,"A6,B3,F1,F13,I1","0.1174,0.4869,0.2990,0.0745,0.0222",0.4245687352197115,0.25737011091652073,0.642148277875073,5.9187828371278455,19979,13704
162,6,"A2,B10,E10,F13,F8,H2","0.2905,0.1817,0.0954,0.0689,0.0397,0.3238",0.4245653711271566,0.2553998832457677,0.6441914769410391,5.917980151780502,19979,13704
369,8,"B1,C11,C6,D11,D4,E7,I3,I6","0.2818,0.0004,0.1424,0.1634,0.1006,0.0293,0.0838,0.1982",0.4245625726464322,0.2545242265032107,0.6438266199649737,5.90156158785756,19979,13704
381,10,"A13,A6,B10,B3,C8,E4,E7,F1,F8,H2","0.0108,0.1306,0.2105,0.0135,0.0365,0.1328,0.2227,0.0483,0.0445,0.1496",0.4245595635234529,0.2535026269702277,0.6454319906596614,5.907326328079393,19979,13704
434,9,"A1,A11,C8,D11,E7,F8,H2,I3,I6","0.0033,0.2820,0.0933,0.0160,0.0628,0.0231,0.0693,0.4069,0.0432",0.4245589042262509,0.2568593111500292,0.6438266199649737,5.907691185055458,19979,13704
334,5,"B3,B9,C6,C9,I6","0.2839,0.3261,0.1896,0.0676,0.1329",0.4245439760838695,0.2562025685931115,0.6446293053123175,5.910755983654408,19979,13704
272,10,"A1,A6,B6,B7,D11,E3,E7,F1,F13,I6","0.2205,0.2843,0.1033,0.0010,0.0948,0.0352,0.0674,0.0207,0.0061,0.1667",0.42454052029012973,0.2553998832457677,0.6439725627553999,5.923015178050204,19979,13704
327,10,"A1,A11,A5,B10,B3,B6,C8,C9,D11,E6","0.0681,0.0556,0.0272,0.0709,0.3654,0.0527,0.0638,0.0259,0.0912,0.1792",0.42453740154190234,0.2553998832457677,0.6429509632224168,5.90893169877408,19979,13704
482,9,"A2,A6,C9,D11,D14,D4,E1,I1,I3","0.2209,0.1321,0.0486,0.0429,0.0330,0.0337,0.1828,0.1205,0.1854",0.424531770983837,0.2553998832457677,0.6437536485697607,5.911558669001751,19979,13704
337,9,"B6,C6,C8,D14,D4,E1,E10,F8,H2","0.1419,0.1198,0.0271,0.0693,0.0292,0.0763,0.1791,0.2596,0.0978",0.42452194428172474,0.2558377116170461,0.6432428488032691,5.90703444249854,19979,13704
12,10,"A11,A13,A6,B6,B9,C11,D4,F2,H2,I1","0.1011,0.0057,0.0090,0.0101,0.2655,0.0470,0.0648,0.0508,0.2133,0.2326",0.4245153815656685,0.25547285464098074,0.643096906012843,5.899883245767659,19979,13704
249,9,"A1,A11,B10,D11,E1,E3,E9,H2,I3","0.1014,0.0257,0.0050,0.1654,0.0043,0.0550,0.2080,0.3461,0.0890",0.42451442401374,0.2568593111500292,0.6438266199649737,5.913528896672505,19979,13704
143,9,"A11,A2,B1,E1,F1,F8,H2,I1,I6","0.1201,0.0501,0.1569,0.0658,0.0427,0.1041,0.1013,0.0351,0.3239",0.4245093959965116,0.2552539404553415,0.6436077057793345,5.913382953882079,19979,13704
411,9,"A13,B1,B3,C8,D4,E7,E9,F2,I1","0.0797,0.0592,0.0098,0.0998,0.2118,0.0562,0.4546,0.0116,0.0173",0.42450032876634103,0.2536485697606538,0.6445563339171045,5.921628721541156,19979,13704
393,4,"B3,C8,E4,I3","0.3033,0.4010,0.2762,0.0195",0.4245001490391961,0.25758902510216,0.6427320490367776,5.911850554582603,19979,13704
285,6,"A11,A5,B10,B3,D14,I3","0.0607,0.0323,0.1390,0.0646,0.5734,0.1299",0.42449861209138845,0.25693228254524225,0.6417104495037945,5.927393461762989,19979,13704
459,5,"B10,C9,D14,E3,I1","0.0054,0.1201,0.3517,0.4997,0.0232",0.4244908524994594,0.2553998832457677,0.6434617629889083,5.936223000583771,19979,13704
259,5,"A11,A6,E7,F8,I3","0.1307,0.1954,0.2241,0.1462,0.3037",0.4244899475548388,0.25634851138353765,0.6446293053123175,5.910391126678342,19979,13704
278,9,"B7,C6,D11,E10,E3,F2,F8,I3,I6","0.3213,0.1401,0.0427,0.1267,0.0633,0.0899,0.0778,0.1317,0.0066",0.42448305064238456,0.2539404553415061,0.6455049620548745,5.904991243432574,19979,13704
25,6,"C11,C6,D14,E1,F1,F8","0.2537,0.2174,0.1706,0.2363,0.0677,0.0544",0.4244784941001481,0.2559106830122592,0.6438995913601868,5.909880326911851,19979,13704
164,8,"A1,B3,B6,C6,C8,E10,F1,F13","0.1483,0.0201,0.1731,0.0844,0.2091,0.1933,0.1546,0.0170",0.42447409637316963,0.2559106830122592,0.6448482194979568,5.91199649737303,19979,13704
144,10,"A1,A2,A6,B9,C11,C8,C9,E1,E7,I3","0.0907,0.1425,0.0815,0.2055,0.1144,0.0559,0.0410,0.0120,0.0782,0.1782",0.4244675684026948,0.2561295971978984,0.6445563339171045,5.907107413893754,19979,13704
415,9,"A11,A5,D14,E1,E4,E6,F2,F8,H2","0.0714,0.1927,0.0340,0.0913,0.2065,0.1014,0.0679,0.1991,0.0358",0.424464816507111,0.25518096906012844,0.6433887915936952,5.913528896672505,19979,13704
251,9,"A13,B6,B9,C11,C6,E10,E4,F1,F13","0.0004,0.0056,0.3898,0.1145,0.0066,0.0662,0.1998,0.1696,0.0476",0.4244515548574912,0.25357559836544075,0.6460887332165791,5.919293636894338,19979,13704
264,9,"A1,A13,A6,B10,C8,D14,D4,F8,I3","0.2420,0.1678,0.3442,0.1142,0.0811,0.0176,0.0100,0.0007,0.0225",0.4244515163347667,0.2558377116170461,0.6436077057793345,5.909004670169294,19979,13704
242,9,"B10,C11,C9,D11,E9,F1,H2,I3,I6","0.1181,0.0041,0.0711,0.1661,0.2782,0.0653,0.1038,0.0381,0.1552",0.42445086449788155,0.25634851138353765,0.6427320490367776,5.9168855808523055,19979,13704
443,6,"B1,C6,D14,E3,E9,F2","0.0765,0.2712,0.3869,0.0409,0.0611,0.1634",0.42444069711443,0.2555458260361938,0.6441185055458261,5.912580268534734,19979,13704
433,6,"A1,B9,C6,D14,E1,I3","0.1357,0.2586,0.2594,0.0282,0.0774,0.2407",0.42443387193194776,0.25693228254524225,0.6431698774080561,5.9154261529480445,19979,13704
396,9,"A1,A5,A6,B10,D14,E4,E6,F2,F8","0.1499,0.0088,0.0361,0.1032,0.0518,0.1542,0.1941,0.0275,0.2744",0.4244235990435158,0.2549620548744892,0.6436806771745476,5.919293636894338,19979,13704
130,7,"A2,A6,B3,D11,E1,E4,E7","0.0046,0.1978,0.0511,0.1613,0.3771,0.1678,0.0402",0.4244218071180881,0.2537215411558669,0.6446293053123175,5.920534150612959,19979,13704
152,8,"A13,A2,B10,D11,E1,E4,F13,I6","0.2751,0.0845,0.0081,0.2365,0.2324,0.0472,0.0397,0.0763",0.4244211937075747,0.2571511967308815,0.6435347343841215,5.908712784588442,19979,13704
141,6,"A5,B1,B10,E7,F2,I3","0.0395,0.1956,0.1009,0.1065,0.2789,0.2786",0.4244112656517917,0.25488908347927614,0.6454319906596614,5.9144045534150615,19979,13704
444,8,"A1,A5,C6,D11,D4,E6,E7,F8","0.0923,0.0121,0.1468,0.1967,0.1517,0.0215,0.3303,0.0485",0.42439468020525645,0.2546701692936369,0.6453590192644484,5.913018096906013,19979,13704
0,8,"A13,A6,C11,C6,E6,E7,F13,F2","0.2022,0.1408,0.1858,0.0429,0.0762,0.2720,0.0779,0.0022",0.42438902361970054,0.25547285464098074,0.6448482194979568,5.922139521307647,19979,13704
323,8,"A2,A5,C8,D14,E3,E6,F13,I3","0.0261,0.0954,0.1650,0.2074,0.1165,0.1633,0.0303,0.1959",0.42438693416851786,0.25634851138353765,0.6452860478692353,5.910318155283129,19979,13704
150,4,"A1,A2,B1,B10","0.1487,0.3347,0.3440,0.1726",0.42437993694914,0.25386748394629305,0.6428779918272037,5.929144775248103,19979,13704
47,3,"B7,D11,E3","0.1020,0.3239,0.5742",0.4243476395611622,0.2532107413893754,0.6431698774080561,5.942644483362522,19979,13704
345,8,"B7,C8,E1,E4,F1,F13,F2,I1","0.1778,0.0744,0.0776,0.0474,0.0154,0.2221,0.2435,0.1418",0.42434755184163764,0.25503502626970226,0.6445563339171045,5.909515469935785,19979,13704
133,9,"A11,B10,B9,C11,C8,C9,D4,E4,F1","0.1089,0.1481,0.0203,0.1260,0.2076,0.0430,0.1053,0.0441,0.1968",0.4243466954797759,0.2551079976649154,0.6440455341506129,5.906158785755983,19979,13704
108,8,"A2,B9,C9,D14,E6,F1,F2,I1","0.1522,0.0395,0.0482,0.2938,0.0011,0.0903,0.3115,0.0634",0.42434014885085214,0.2553998832457677,0.6443374197314653,5.924620548744892,19979,13704
484,10,"A1,A11,B3,B6,B7,C9,D14,E1,F2,H2","0.0842,0.1850,0.0364,0.0238,0.0455,0.0082,0.1345,0.3254,0.0861,0.0709",0.42432424526608836,0.2558377116170461,0.6425131348511384,5.9177612375948625,19979,13704
493,7,"A11,A13,D14,E7,F2,F8,I6","0.1502,0.1120,0.0713,0.0550,0.1222,0.1225,0.3668",0.42431717238469074,0.2552539404553415,0.6440455341506129,5.920899007589025,19979,13704
122,6,"A1,A13,B7,D4,F1,I6","0.2598,0.2056,0.1695,0.0964,0.0816,0.1872",0.4243143916144133,0.25430531231757153,0.6438266199649737,5.909515469935785,19979,13704
420,10,"A1,B10,B6,C6,C8,E1,E10,E3,E9,I1","0.1125,0.1194,0.4590,0.0238,0.0016,0.0212,0.1063,0.0432,0.0364,0.0766",0.4243143644604508,0.25503502626970226,0.6420023350846468,5.930312317571512,19979,13704
111,9,"A5,A6,B6,B9,C8,E3,E6,F1,F8","0.2488,0.0154,0.3425,0.1082,0.1506,0.0111,0.0645,0.0400,0.0188",0.4243111197952983,0.25357559836544075,0.6452130764740222,5.924693520140105,19979,13704
356,9,"A1,A2,A5,D14,E1,E3,E6,E7,F13","0.1392,0.0886,0.0751,0.3332,0.0689,0.0233,0.1732,0.0961,0.0024",0.4243074375790405,0.2553998832457677,0.6437536485697607,5.919001751313485,19979,13704
401,8,"A6,B10,B6,D11,E6,E7,F13,I6","0.0431,0.3232,0.1545,0.1553,0.1715,0.0037,0.0467,0.1021",0.4243069657424246,0.2549620548744892,0.6442644483362522,5.910537069468768,19979,13704
29,8,"A5,B3,B7,C8,D11,D4,E3,F2","0.1352,0.0543,0.0262,0.0560,0.2790,0.2775,0.1350,0.0368",0.4243061653936558,0.2558377116170461,0.6439725627553999,5.91389375364857,19979,13704
336,9,"A11,B6,B7,C6,D4,E1,E4,H2,I6","0.0456,0.0434,0.1206,0.0933,0.1279,0.0683,0.0114,0.2928,0.1967",0.42429899922618575,0.25474314068884996,0.6425861062463515,5.911266783420899,19979,13704
225,8,"A2,B6,C6,D11,D14,E1,F2,H2","0.1406,0.0185,0.1737,0.1480,0.1167,0.1194,0.0573,0.2257",0.42429411871651723,0.25474314068884996,0.6442644483362522,5.905866900175131,19979,13704
156,8,"A1,A2,B10,B3,E10,E4,E6,I6","0.0975,0.2211,0.0042,0.1522,0.0470,0.0096,0.2605,0.2080",0.4242940345044672,0.2558377116170461,0.6436806771745476,5.924036777583187,19979,13704
471,7,"B3,C11,C6,D11,D4,H2,I6","0.0330,0.2314,0.1159,0.0735,0.3149,0.1444,0.0869",0.42428449213260133,0.2562755399883246,0.643096906012843,5.911485697606539,19979,13704
204,8,"A6,B1,B7,E3,E7,F1,F2,F8","0.0054,0.0433,0.0333,0.5076,0.0447,0.0409,0.2527,0.0721",0.4242844625826425,0.25430531231757153,0.6419293636894338,5.931042031523643,19979,13704
14,10,"A1,A13,A5,A6,B6,C8,D14,E3,F1,F13","0.2438,0.0023,0.1633,0.0639,0.0017,0.1229,0.1812,0.0053,0.1885,0.0270",0.42427074766062495,0.2551079976649154,0.6446293053123175,5.926444833625219,19979,13704
474,5,"B1,C6,D14,E1,E4","0.1577,0.0967,0.2418,0.4706,0.0333",0.42426454915149514,0.25561879743140686,0.6433158201984822,5.920607122008173,19979,13704
168,4,"B9,E7,F1,F13","0.0578,0.2318,0.2136,0.4968",0.42426284652181173,0.2555458260361938,0.6446293053123175,5.926736719206072,19979,13704
346,5,"C8,D11,E4,E9,I6","0.1423,0.0915,0.2576,0.2822,0.2264",0.4242611859791557,0.2551079976649154,0.6433887915936952,5.912069468768243,19979,13704
306,6,"A11,B1,C8,E1,I1,I6","0.1944,0.1178,0.1158,0.1529,0.0219,0.3972",0.42425879600646743,0.25474314068884996,0.6431698774080561,5.909734384121425,19979,13704
424,8,"B6,C6,C9,D14,E7,F13,F2,I1","0.2067,0.0454,0.1798,0.0108,0.0609,0.2374,0.2477,0.0114",0.4242544923735628,0.25488908347927614,0.6447022767075307,5.915207238762405,19979,13704
413,10,"A2,A5,B7,B9,C9,D4,E6,F1,F13,H2","0.0495,0.0245,0.0730,0.1342,0.1392,0.1277,0.0887,0.3474,0.0026,0.0133",0.4242528304825546,0.2548161120840631,0.6426590776415645,5.921847635726795,19979,13704
325,10,"A2,C6,D11,D14,E7,E9,F1,F2,F8,I3","0.0379,0.1173,0.2466,0.0671,0.2441,0.0547,0.0996,0.0404,0.0594,0.0330",0.4242515627306646,0.25386748394629305,0.6444103911266783,5.9157180385288965,19979,13704
274,7,"A11,B6,B9,C8,E6,F2,I6","0.1655,0.1383,0.1685,0.1507,0.0976,0.2109,0.0685",0.4242500211134206,0.2548161120840631,0.6444103911266783,5.915207238762405,19979,13704
110,9,"A1,A2,B6,C11,C9,D4,E3,E9,F13","0.0500,0.1648,0.1717,0.0239,0.2740,0.1301,0.1306,0.0414,0.0135",0.42424889300446045,0.2553998832457677,0.642148277875073,5.903677758318739,19979,13704
383,8,"B10,C6,D11,E1,E3,E4,F1,I3","0.1152,0.0268,0.0043,0.0996,0.0804,0.4430,0.2294,0.0012",0.4242414396158219,0.2558377116170461,0.6435347343841215,5.91484238178634,19979,13704
267,4,"A5,E7,F8,I1","0.1703,0.2082,0.2553,0.3663",0.4242349895208683,0.2535026269702277,0.6441914769410391,5.922431406888499,19979,13704
409,10,"A1,A11,A13,B10,C6,D14,E1,E4,F13,F2","0.0196,0.1717,0.0082,0.0058,0.0350,0.0622,0.0344,0.1928,0.2345,0.2358",0.42423420856518756,0.25532691185055456,0.6437536485697607,5.920680093403386,19979,13704
321,8,"A13,A6,C11,C8,E1,E3,E7,F1","0.3427,0.0848,0.0544,0.2968,0.0598,0.0403,0.0590,0.0621",0.4242288437690734,0.2543782837127846,0.645067133683596,5.9152802101576185,19979,13704
233,3,"A1,B7,D14","0.3507,0.3558,0.2936",0.4242275796949224,0.2549620548744892,0.6424401634559253,5.9289258610624636,19979,13704
135,4,"A1,A13,A6,F1","0.1334,0.1910,0.2280,0.4477",0.4242252758817916,0.2559106830122592,0.6443374197314653,5.932209573847052,19979,13704
76,10,"A1,A11,B9,C11,E10,E4,E7,H2,I1,I6","0.1546,0.2480,0.0588,0.0170,0.1445,0.0068,0.1044,0.0093,0.0015,0.2551",0.4242017853095805,0.2545242265032107,0.6429509632224168,5.913455925277291,19979,13704
226,10,"A13,A5,B3,B6,B9,D11,D14,E1,E7,I3","0.0880,0.0452,0.1716,0.0380,0.2547,0.1278,0.0438,0.1512,0.0093,0.0703",0.4242017171584515,0.25518096906012844,0.645067133683596,5.91484238178634,19979,13704
73,4,"A11,A6,E1,E4","0.0879,0.2306,0.3797,0.3017",0.4241949131502318,0.25678633975481613,0.6436806771745476,5.927393461762989,19979,13704
304,10,"A11,A2,A5,A6,B10,C6,D14,E10,H2,I1","0.0549,0.0278,0.3338,0.0804,0.2037,0.0201,0.0122,0.0835,0.0017,0.1819",0.4241935874967171,0.2558377116170461,0.6446293053123175,5.922577349678926,19979,13704
351,6,"A2,A6,D14,E6,F2,I6","0.2715,0.1868,0.2791,0.0921,0.1519,0.0184",0.42419179033673354,0.2562025685931115,0.6433887915936952,5.914915353181553,19979,13704
341,10,"A6,B7,C6,E3,E7,E9,F2,F8,H2,I6","0.0334,0.1803,0.0074,0.0179,0.3793,0.1270,0.0493,0.0765,0.0201,0.1088",0.42419043421460195,0.25503502626970226,0.6439725627553999,5.920388207822533,19979,13704
2,8,"A11,A6,B1,B6,D4,E6,F8,I3","0.0356,0.0038,0.0905,0.0944,0.0611,0.1719,0.1555,0.3871",0.4241873303820598,0.2545242265032107,0.6428050204319906,5.906815528312901,19979,13704
219,7,"A1,B3,E9,F1,F13,I3,I6","0.0378,0.3772,0.1462,0.2135,0.0057,0.0533,0.1663",0.42418110260609443,0.25518096906012844,0.6427320490367776,5.928196147110333,19979,13704
169,9,"A2,B6,C6,C8,D4,E1,E10,E6,F13","0.0026,0.1050,0.1961,0.1340,0.2262,0.0607,0.0619,0.1114,0.1021",0.42416369345370086,0.25605662580268534,0.6437536485697607,5.90725335668418,19979,13704
388,5,"A2,B1,D14,F13,H2","0.1427,0.0045,0.2415,0.2210,0.3903",0.42415899556704056,0.2562755399883246,0.6427320490367776,5.921555750145942,19979,13704
374,8,"A13,A5,A6,B3,C11,E4,F13,I3","0.0206,0.0427,0.1743,0.0862,0.1018,0.0235,0.3862,0.1647",0.42415159496391325,0.25729713952130767,0.6440455341506129,5.9173234092235845,19979,13704
298,8,"A2,B3,C11,D11,E3,E7,E9,H2","0.0428,0.0462,0.0952,0.2519,0.2962,0.0114,0.2513,0.0050",0.4241498530344865,0.2532107413893754,0.645067133683596,5.909880326911851,19979,13704
224,10,"A11,B10,D11,D14,D4,E10,E3,E4,I1,I3","0.0249,0.0276,0.0291,0.0438,0.2467,0.3249,0.1681,0.0070,0.0692,0.0585",0.424145389331264,0.25547285464098074,0.6441914769410391,5.920169293636894,19979,13704
419,10,"A1,A6,C11,D14,E10,E3,E6,E9,F2,I1","0.0540,0.1604,0.1134,0.0477,0.0761,0.0101,0.2759,0.0831,0.1637,0.0158",0.42414235017751584,0.2540863981319323,0.6442644483362522,5.918928779918272,19979,13704
284,8,"B10,C9,D11,F2,F8,H2,I1,I6","0.1229,0.0688,0.0910,0.0884,0.2372,0.1664,0.1582,0.0672",0.42414167282324017,0.25386748394629305,0.6438995913601868,5.912288382953882,19979,13704
26,7,"A13,B3,C8,E3,E9,F1,F8","0.0949,0.0972,0.0952,0.0303,0.4711,0.0844,0.1269",0.42414046036158554,0.2559836544074723,0.6433887915936952,5.91199649737303,19979,13704
96,5,"B1,B10,E3,E7,I1","0.2397,0.0592,0.1810,0.0932,0.4269",0.4241369079651193,0.25401342673671923,0.6435347343841215,5.9030939871570345,19979,13704
480,5,"B3,E1,E9,F8,H2","0.1591,0.0682,0.1428,0.3344,0.2955",0.4241272078006749,0.25605662580268534,0.6418563922942206,5.925204319906596,19979,13704
211,3,"B1,B3,C8","0.1731,0.6296,0.1972",0.4241262832253685,0.2570052539404553,0.6403239929947461,5.925934033858727,19979,13704
428,4,"A1,B9,F13,I3","0.1138,0.3426,0.3048,0.2389",0.42412485499791414,0.25707822533566843,0.6433158201984822,5.9309690601284295,19979,13704
109,9,"A5,B9,C11,C9,E3,E7,F2,F8,H2","0.1034,0.0501,0.0500,0.1633,0.1032,0.3040,0.0427,0.0418,0.1416",0.4241233324478612,0.25401342673671923,0.6442644483362522,5.907107413893754,19979,13704
481,7,"C9,D14,D4,E3,E9,I1,I6","0.0209,0.2837,0.1003,0.0911,0.0043,0.2005,0.2992",0.4241228964817592,0.25459719789842383,0.6438995913601868,5.901123759486281,19979,13704
490,4,"A5,D4,E3,E4","0.0283,0.4310,0.2860,0.2548",0.42412040288981506,0.25518096906012844,0.6434617629889083,5.922577349678926,19979,13704
236,10,"A11,A13,A2,A6,B9,E3,E6,E7,E9,I1","0.0930,0.0577,0.0299,0.0112,0.0233,0.1690,0.1742,0.2731,0.1612,0.0075",0.42410731607520785,0.2552539404553415,0.6446293053123175,5.913237011091652,19979,13704
458,4,"B1,D4,E7,I6","0.1135,0.1596,0.1794,0.5475",0.4241047831492142,0.25342965557501457,0.6425131348511384,5.92812317571512,19979,13704
106,9,"A11,A5,B1,B3,C11,D14,E1,E4,H2","0.1229,0.0062,0.1477,0.2340,0.1877,0.0544,0.0673,0.0167,0.1632",0.42410014421724784,0.25532691185055456,0.6432428488032691,5.919731465265616,19979,13704
37,5,"B3,E10,E4,I1,I3","0.0601,0.2083,0.3214,0.0352,0.3749",0.42409852983254975,0.2562755399883246,0.6426590776415645,5.923598949211909,19979,13704
88,7,"A11,A13,B7,B9,C11,D4,F13","0.1123,0.0351,0.0613,0.4814,0.0173,0.0650,0.2277",0.4240941197175237,0.25576474022183304,0.6432428488032691,5.921628721541156,19979,13704
11,10,"B10,B6,B7,B9,C11,C9,D4,E7,E9,I3","0.4430,0.0282,0.0733,0.0003,0.0225,0.1578,0.1487,0.0214,0.0991,0.0058",0.42407975173698925,0.2533566841798015,0.643096906012843,5.91009924109749,19979,13704
412,6,"B3,C6,D11,E4,F13,I1","0.0223,0.4740,0.3063,0.0344,0.1520,0.0110",0.42407625068910176,0.2559106830122592,0.6441185055458261,5.918855808523059,19979,13704
330,3,"B1,B9,E6","0.5689,0.3054,0.1257",0.42407623396449945,0.2539404553415061,0.642221249270286,5.946438995913602,19979,13704
213,8,"A5,A6,B10,B9,D14,D4,E7,I6","0.0192,0.3184,0.1331,0.0050,0.2083,0.1447,0.0484,0.1229",0.4240740169000428,0.25401342673671923,0.6447022767075307,5.92338003502627,19979,13704
198,8,"A1,B6,B7,D11,D4,E3,E9,H2","0.2067,0.0579,0.0261,0.1719,0.1044,0.1127,0.0313,0.2890",0.4240711731929752,0.2548161120840631,0.6427320490367776,5.920826036193812,19979,13704
216,9,"A1,A2,B9,D11,E10,E6,F13,I1,I3","0.0412,0.1418,0.1381,0.0708,0.1221,0.2665,0.0817,0.0357,0.1019",0.42406888660092373,0.2552539404553415,0.6436806771745476,5.921555750145942,19979,13704
342,8,"B6,C6,C9,E3,E6,E9,F8,I6","0.1416,0.3490,0.0009,0.2835,0.0255,0.0102,0.1558,0.0336",0.4240648498128861,0.25605662580268534,0.6417104495037945,5.904845300642148,19979,13704
33,8,"A11,C11,E6,F1,F13,F8,I3,I6","0.3357,0.0160,0.0281,0.0848,0.0509,0.1884,0.2252,0.0709",0.42406123369733506,0.2542323409223584,0.6458698190309399,5.924474605954466,19979,13704
64,4,"A1,B9,C11,E4","0.6119,0.1856,0.0568,0.1457",0.4240585062119788,0.2552539404553415,0.6445563339171045,5.927539404553415,19979,13704
258,5,"C11,C6,E1,E4,I6","0.2164,0.1024,0.0542,0.4473,0.1796",0.42405778503317393,0.2558377116170461,0.6440455341506129,5.91579100992411,19979,13704
6,5,"A2,C11,E1,E6,F8","0.1197,0.1577,0.4991,0.0350,0.1885",0.4240544347909641,0.2545242265032107,0.6444103911266783,5.923234092235844,19979,13704
40,4,"A1,A11,B1,I6","0.4072,0.2288,0.2863,0.0777",0.42404835066301755,0.2537215411558669,0.6420753064798599,5.935785172212492,19979,13704
80,9,"A5,B1,B10,B7,E10,E3,E7,F8,I1","0.0063,0.0240,0.1712,0.2323,0.0912,0.0021,0.0210,0.2516,0.2004",0.4240471312586627,0.2514594279042615,0.6432428488032691,5.943666082895505,19979,13704
30,4,"A1,B1,C8,F8","0.0308,0.4314,0.3673,0.1705",0.42403656587892036,0.25488908347927614,0.6409077641564507,5.933304144775248,19979,13704
379,8,"A1,A13,A2,B10,E1,E9,F1,I1","0.0013,0.1128,0.0172,0.3761,0.0844,0.0582,0.0297,0.3202",0.42403576998046444,0.2568593111500292,0.6425131348511384,5.91484238178634,19979,13704
61,6,"A11,A13,A5,E10,E6,F1","0.1944,0.1348,0.2444,0.0180,0.2842,0.1241",0.42403473875745085,0.25459719789842383,0.6448482194979568,5.929363689433742,19979,13704
290,5,"A5,B6,F8,H2,I1","0.2360,0.4315,0.1063,0.0661,0.1601",0.42403367452239693,0.2542323409223584,0.6422942206654991,5.909953298307063,19979,13704
439,3,"B9,D4,I6","0.4821,0.4983,0.0197",0.42402534929558844,0.2545242265032107,0.6441185055458261,5.9177612375948625,19979,13704
62,9,"A11,A13,B6,C11,D11,E1,E7,H2,I1","0.1253,0.1101,0.2307,0.0006,0.1881,0.0147,0.0162,0.2169,0.0973",0.42401900730070285,0.2546701692936369,0.6439725627553999,5.912288382953882,19979,13704
83,6,"A11,A2,B10,B6,E1,I6","0.1110,0.1018,0.4123,0.1378,0.1244,0.1126",0.42401821310324156,0.25445125510799765,0.6446293053123175,5.924912434325744,19979,13704
375,4,"B1,E4,E7,I1","0.3929,0.1298,0.4061,0.0712",0.4240034444083499,0.2532107413893754,0.6431698774080561,5.910610040863982,19979,13704
451,10,"A13,B10,C8,C9,D11,E10,E3,E4,I1,I3","0.2378,0.0089,0.0032,0.1872,0.0282,0.0081,0.2748,0.1260,0.0723,0.0535",0.4239956792478799,0.2553998832457677,0.6429509632224168,5.905137186223,19979,13704
132,5,"A2,A6,B10,B6,C6","0.0463,0.2824,0.0617,0.5108,0.0988",0.423993632205051,0.25189725627554,0.6435347343841215,5.931042031523643,19979,13704
314,7,"C8,D4,E1,E9,F13,F2,F8","0.0353,0.0757,0.0184,0.4224,0.0644,0.2291,0.1547",0.42399219956395706,0.25547285464098074,0.6436806771745476,5.929217746643316,19979,13704
159,3,"A6,E1,E3","0.4371,0.1473,0.4156",0.42398326114079055,0.2559106830122592,0.6441185055458261,5.919074722708698,19979,13704
38,6,"A6,C8,E4,E6,F1,H2","0.0680,0.3993,0.3253,0.0694,0.0503,0.0878",0.4239808468914839,0.25313776999416226,0.6438266199649737,5.931187974314069,19979,13704
94,9,"A13,A2,B7,D14,D4,E4,E9,F2,I3","0.0136,0.0966,0.0728,0.3453,0.1225,0.0591,0.0493,0.0917,0.1491",0.4239806121803723,0.2559836544074723,0.6433887915936952,5.909515469935785,19979,13704
51,9,"A11,A2,A6,C11,C9,D4,E7,F2,H2","0.1206,0.1358,0.0663,0.0351,0.0206,0.1924,0.2395,0.1820,0.0076",0.4239787070170915,0.2570052539404553,0.6413455925277292,5.913820782253357,19979,13704
87,5,"A1,A13,B1,C6,C8","0.0493,0.0785,0.0647,0.2919,0.5156",0.42397800613949244,0.2562025685931115,0.641272621132516,5.922942206654991,19979,13704
470,7,"A11,B3,B6,D11,E10,E7,E9","0.2204,0.2294,0.1182,0.1884,0.0993,0.0510,0.0932",0.4239769874815324,0.2549620548744892,0.6426590776415645,5.911777583187391,19979,13704
457,9,"B10,B7,B9,C11,C8,C9,D4,H2,I1","0.0137,0.0855,0.0873,0.0297,0.3544,0.2345,0.0901,0.0869,0.0179",0.42397388081777604,0.2526269702276708,0.6441185055458261,5.9167396380618795,19979,13704
271,9,"A1,A2,A5,B3,C11,C8,C9,E6,I3","0.0125,0.1280,0.0084,0.0506,0.1243,0.0859,0.0572,0.1303,0.4030",0.4239727490868902,0.25547285464098074,0.6443374197314653,5.917542323409224,19979,13704
293,10,"A13,A2,A5,B7,B9,C8,E1,E10,E3,E7","0.0119,0.0472,0.0087,0.1955,0.0646,0.2148,0.1010,0.0264,0.0014,0.3285",0.423972743099412,0.2559836544074723,0.643096906012843,5.923234092235844,19979,13704
