trial,weights,ndcg5,recall1,recall5,mean_booked_rank,n_queries,n_booked
10,"0.2646,0.0715,0.0283,0.0651,0.0551,0.0847,0.1033,0.1129,0.2047,0.0099",0.42537591438132116,0.2562025685931115,0.6451401050788091,5.907764156450671,19979,13704
337,"0.1558,0.0970,0.1787,0.2424,0.1519,0.0727,0.0060,0.0301,0.0484,0.0170",0.42536810288494376,0.2558377116170461,0.6441914769410391,5.910318155283129,19979,13704
227,"0.1030,0.1898,0.0237,0.0268,0.1037,0.0552,0.0784,0.2056,0.0289,0.1849",0.4253605747611225,0.25532691185055456,0.6440455341506129,5.915863981319323,19979,13704
43,"0.1281,0.1786,0.2625,0.1157,0.0341,0.0927,0.0284,0.0245,0.0628,0.0727",0.42535941367793667,0.25664039696438995,0.6437536485697607,5.912215411558669,19979,13704
293,"0.0488,0.1413,0.3206,0.0371,0.1862,0.1222,0.0064,0.1307,0.0041,0.0026",0.4253586446708246,0.2553998832457677,0.6451401050788091,5.909296555750146,19979,13704
194,"0.1571,0.1018,0.0202,0.0264,0.3423,0.1570,0.0879,0.0583,0.0097,0.0391",0.425356725979572,0.2540863981319323,0.6451401050788091,5.921190893169878,19979,13704
422,"0.0612,0.1024,0.1377,0.0978,0.1091,0.1855,0.0499,0.0947,0.1040,0.0577",0.4253498614414863,0.25547285464098074,0.645067133683596,5.906961471103328,19979,13704
430,"0.0529,0.2511,0.0377,0.1077,0.1001,0.0102,0.0375,0.1062,0.1254,0.1712",0.4253470386611155,0.2551079976649154,0.6456509048453006,5.914696438995914,19979,13704
112,"0.0500,0.0693,0.1126,0.1674,0.0790,0.0482,0.1645,0.2303,0.0283,0.0504",0.4253461663382801,0.2545242265032107,0.6440455341506129,5.9155720957384705,19979,13704
374,"0.1095,0.0227,0.1280,0.0426,0.1173,0.0286,0.0079,0.1697,0.1898,0.1839",0.4253375938823613,0.25561879743140686,0.6452860478692353,5.910026269702277,19979,13704
199,"0.0231,0.1504,0.2780,0.1712,0.1239,0.0110,0.0715,0.1238,0.0397,0.0074",0.42533745832784803,0.2548161120840631,0.6441185055458261,5.913601868067717,19979,13704
247,"0.0421,0.1980,0.0011,0.0013,0.0201,0.1020,0.1606,0.2284,0.0177,0.2288",0.42533645245060175,0.25569176882662,0.6449941622883829,5.918126094570928,19979,13704
206,"0.1134,0.0333,0.0593,0.0271,0.2208,0.0501,0.2225,0.0916,0.1158,0.0662",0.42533353504263877,0.25488908347927614,0.6448482194979568,5.914769410391127,19979,13704
80,"0.1753,0.0714,0.0595,0.0076,0.2081,0.0435,0.0997,0.0756,0.2167,0.0427",0.4253255298402962,0.25561879743140686,0.645067133683596,5.908420899007589,19979,13704
395,"0.0453,0.1370,0.1103,0.0400,0.0611,0.1891,0.1195,0.1211,0.0894,0.0874",0.4253241905422332,0.2565674255691769,0.645067133683596,5.911631640396965,19979,13704
53,"0.0729,0.1741,0.0618,0.0137,0.2949,0.0757,0.0214,0.1258,0.1522,0.0074",0.4253208631106698,0.2553998832457677,0.645067133683596,5.915863981319323,19979,13704
238,"0.0698,0.0389,0.1989,0.2626,0.1741,0.1155,0.0630,0.0467,0.0040,0.0266",0.4253187099739574,0.25532691185055456,0.6439725627553999,5.9157180385288965,19979,13704
304,"0.2049,0.0706,0.1077,0.0474,0.0395,0.0128,0.0805,0.0792,0.1878,0.1695",0.42531712596413146,0.2552539404553415,0.646015761821366,5.907837127845885,19979,13704
45,"0.1145,0.0135,0.0049,0.2634,0.1094,0.1225,0.2158,0.1458,0.0075,0.0028",0.4253167811986572,0.25605662580268534,0.6436806771745476,5.924328663164039,19979,13704
32,"0.1570,0.1926,0.1252,0.0390,0.1030,0.0597,0.0345,0.0049,0.1349,0.1492",0.4253128113857791,0.2552539404553415,0.645942790426153,5.911704611792177,19979,13704
24,"0.1035,0.1073,0.1683,0.1156,0.1490,0.0762,0.0547,0.0633,0.0720,0.0901",0.4253109094853628,0.2549620548744892,0.6453590192644484,5.909661412726211,19979,13704
65,"0.2929,0.0542,0.1558,0.0019,0.0204,0.0415,0.2561,0.0358,0.1337,0.0078",0.42531053220640813,0.25605662580268534,0.6440455341506129,5.906523642732049,19979,13704
355,"0.0926,0.0153,0.0303,0.1665,0.4318,0.0867,0.0663,0.0620,0.0174,0.0312",0.4253089747799618,0.2551079976649154,0.6438995913601868,5.9289258610624636,19979,13704
341,"0.1594,0.0553,0.1362,0.0020,0.0869,0.0555,0.1057,0.0270,0.0344,0.3377",0.42530336421332215,0.25503502626970226,0.6457238762405137,5.9176152948044365,19979,13704
215,"0.2633,0.1204,0.1136,0.1725,0.0341,0.0025,0.0244,0.0784,0.0555,0.1353",0.42528876391924486,0.25569176882662,0.6438995913601868,5.912507297139522,19979,13704
188,"0.0380,0.0798,0.2879,0.0038,0.1423,0.1739,0.0343,0.0982,0.1283,0.0135",0.42528875334222144,0.2552539404553415,0.6452130764740222,5.903021015761821,19979,13704
158,"0.1254,0.0771,0.0221,0.0763,0.2685,0.1658,0.1252,0.0171,0.0882,0.0343",0.42528681834913584,0.25547285464098074,0.6445563339171045,5.9154261529480445,19979,13704
443,"0.0006,0.0584,0.3022,0.0288,0.1456,0.0685,0.0670,0.1172,0.1192,0.0925",0.4252853205274105,0.25488908347927614,0.6455779334500875,5.905137186223,19979,13704
