trial,k,members,ndcg5,recall1,recall5,mean_booked_rank,n_queries,n_booked
119,9,"A1,B3,B6,C6,D11,D4,E10,E4,E6",0.4251630918171601,0.25634851138353765,0.6445563339171045,5.900685931115003,19979,13704
386,10,"A13,A6,B1,B6,B7,C8,E10,E4,F8,I1",0.4251528366934942,0.25488908347927614,0.6452130764740222,5.898788674839463,19979,13704
473,10,"A6,B3,C11,C6,C8,C9,D14,D4,E6,I3",0.425150140250907,0.25758902510216,0.6452860478692353,5.900175131348512,19979,13704
70,3,"B3,B6,E1",0.4251439857746946,0.25693228254524225,0.6445563339171045,5.9022183304144775,19979,13704
456,9,"A1,B1,B10,C6,D11,D4,E4,E6,E7",0.42514222896736487,0.25430531231757153,0.6455779334500875,5.904334500875657,19979,13704
19,9,"A1,B6,B9,C11,C6,D4,E4,E7,I1",0.4251417858182149,0.25459719789842383,0.6448482194979568,5.9010507880910685,19979,13704
471,6,"A11,B10,B3,D4,E9,I3",0.425135244010354,0.25576474022183304,0.6446293053123175,5.907399299474606,19979,13704
357,9,"A11,A13,B10,B9,D11,E10,F2,I1,I6",0.42513351519452647,0.25488908347927614,0.6465995329830706,5.910391126678342,19979,13704
271,9,"A11,B10,C11,D14,D4,E1,E10,F1,F13",0.42513091346617143,0.25547285464098074,0.6466725043782837,5.906231757151197,19979,13704
153,8,"A11,A5,B1,B6,C9,E1,F8,H2",0.42513022022390695,0.25569176882662,0.6431698774080561,5.909661412726211,19979,13704
164,7,"A11,A13,B3,C6,H2,I1,I6",0.4251295026252893,0.2564214827787507,0.6447752481027437,5.907472270869819,19979,13704
