model_id,status,best_iter,ndcg5,recall1,recall5,mean_booked_rank,delta_vs_v6_loo9,elapsed_min
lambdarank_base_adv,ok,603,0.40344721255305493,0.2353067353067353,0.6179036179036179,6.271164021164021,-0.0055127874469450555,3.76
lambdarank_click3_adv,ok,406,0.4043113964002781,0.23484198484198485,0.6190476190476191,6.282675532675532,-0.004648603599721912,2.88
lambdarank_bal15_adv,ok,382,0.4046628209170403,0.23727298727298726,0.6185471185471185,6.25003575003575,-0.004297179082959679,2.77
lambdarank_book50_adv,ok,408,0.404466258780818,0.23662948662948663,0.6174388674388674,6.27041327041327,-0.004493741219182001,2.87
rank_xendcg_v6_adv,ok,591,0.40487686031154163,0.2367009867009867,0.6189761189761189,6.262941512941513,-0.004083139688458359,3.12
CP_adv,ok,511,0.40573702123818073,0.23777348777348778,0.6182968682968683,6.2446374946374945,-0.003222978761819262,3.39
DS_adv,ok,614,0.40468596325131984,0.2367009867009867,0.6180466180466181,6.267267267267267,-0.0042740367486801545,3.8
