feature,gain,split
prop_location_score2,1783902.1312065125,4001
prop_dest_book_rate,869643.565120697,3620
prop_click_rate,775935.529209137,2902
location2_rank_norm,765546.620634079,3024
price_vs_prop_mean,654173.3038139343,3246
prop_price_zscore,610549.542427063,3135
prop_avg_position,530379.4246864319,4240
location2_rank,496244.05500793457,1980
value_score_rank,480701.7617263794,1700
price_ratio_to_hist,426654.23791885376,3859
loc2_vs_mean,342016.4947128296,3225
price_diff_from_hist,315886.9695625305,3549
price_z_score,307174.50018310547,2669
prop_rel_rate,306360.7611656189,2257
price_rank,288166.2692451477,1316
dest_count,282823.69362068176,2773
price_vs_median,270789.7635650635,2302
prop_location_score1,269090.8451023102,2584
prop_site_book_rate,244373.9780807495,2935
loc1_vs_mean,231754.11628341675,2966
value_score_rank_norm,226233.06823921204,2327
price_vs_mean,218239.63078689575,1855
review_vs_mean,204253.43792533875,2405
log_price_z_score,203208.92867851257,1927
prop_count,202280.58945846558,2843
orig_destination_distance,196167.1544189453,3062
location_total,193613.2271385193,2376
query_star_mean,178831.33964157104,2444
review_percentile,178321.13914108276,2280
query_hotel_count,177124.2740097046,1369
promo_x_cheap,176455.3510055542,1334
price_vs_dest_mean,168042.27280426025,2257
prop_mean_price,166147.98034477234,2144
price_per_night_per_star,164798.23863220215,2255
prop_std_price,163602.15803146362,2447
price_per_night,156492.67342948914,2239
price_vs_max,153908.6957874298,2180
prop_click_count,153154.22372055054,1507
dest_click_rate,151099.65499305725,2275
review_vs_dest_mean,148118.47089385986,2108
srch_booking_window,143650.926530838,2150
prop_book_rate,143495.68619537354,2033
quality_rank_avg,139957.25725364685,2148
prop_book_given_click,138781.4203338623,2183
total_cost,135935.83610725403,2119
value_score,135864.6056175232,1770
review_rank_norm,132158.10793685913,1784
price_percentile,129945.71262359619,1503
location_total_rank_norm,129255.90308189392,2008
price_per_guest,128723.45671463013,2029
dest_mean_price,128131.50443649292,1915
dest_book_rate,126383.12380981445,1975
price_to_min_ratio,125190.62992095947,1843
dest_mean_star,123475.16149902344,1788
query_price_std,118774.47961044312,1791
dest_mean_review,116763.81627082825,1842
star_vs_mean,116275.84718704224,1588
value_gap,116226.93249702454,1803
location1_rank_norm,113381.53271102905,1790
star_vs_dest_mean,111490.76128387451,1662
site_dest_book_rate,111038.44903945923,1809
star_percentile,110758.7377319336,1510
comp_advantage_rank_norm,110504.61748123169,1843
price_per_person,110376.17127990723,1788
prop_log_historical_price,108172.83253288269,1646
query_price_mean,107342.68145751953,1566
srch_destination_id,105493.29207992554,1737
review_rank,105400.46279144287,1162
price_vs_min,104701.68045806885,1484
price_per_star,104690.78314971924,1629
site_book_rate,103667.28835296631,1579
comp_rate_pct_mean,97569.56401824951,1568
price_rank_norm,90932.22143936157,1133
starrating_rank_norm,89788.93780517578,1357
price_per_room,89397.77684020996,1416
log_distance,88855.12952804565,1376
site_country_book_rate,88324.71574401855,1404
srch_query_affinity_score,85381.90061569214,1051
country_book_rate,84069.45497894287,1254
price_usd,83995.41707229614,1245
hour,82664.70256233215,1385
cpair_book_rate,81441.50060844421,1337
comp_rate_pct_max,80608.53457450867,1331
price_ratio_to_visitor_hist,78270.61555862427,959
comp_rate_pct_min,73321.07314682007,1213
query_affinity_exp,71211.26650238037,889
log_prop_count,67512.52504730225,943
comp_advantage_rank,64590.89268875122,958
star_review_product,64340.4942817688,572
location_total_rank,63358.33748626709,992
location1_rank,62350.69861984253,949
price_diff_from_visitor_hist,60044.32356643677,722
starrating_rank,58926.45991706848,782
abs_star_diff,53200.44589614868,680
visitor_hist_adr_usd,48546.204204559326,647
distance_x_international,47829.415840148926,701
prop_review_score,45733.57015991211,413
promotion_flag,44491.68815994263,180
visitor_location_country_id,43371.617778778076,709
star_diff,41907.48293685913,555
prop_country_id,41431.004680633545,587
site_id,38121.24275588989,581
star_x_brand,37239.10791015625,381
month,36614.19659423828,617
log_price,35655.55490875244,508
visitor_hist_starrating,33300.202114105225,442
srch_length_of_stay,28952.923782348633,430
dayofweek,28467.360427856445,510
prop_brand_bool,24653.694999694824,199
total_guests,24157.483333587646,363
prop_starrating,23379.60922241211,102
comp_inv_count,23330.3583984375,388
comp_rate_sum,22341.326398849487,368
comp_rate_count,22183.992000579834,346
is_domestic,19191.82521057129,221
srch_adults_count,18598.33938217163,286
srch_children_count,18521.080436706543,283
is_overpriced,14368.499095916748,53
has_location_score2,11141.455673217773,13
n_best_flags,10194.518882751465,134
comp_more_expensive_count,9953.053791046143,161
comp_no_inv_count,7833.059986114502,138
comp_rate_advantage,7739.310470581055,121
comp_cheaper_count,7170.770999908447,122
srch_room_count,6277.532413482666,102
is_last_minute,6037.173713684082,77
is_discounted,5688.911472320557,30
is_long_window,2970.275707244873,43
is_short_window,2714.116500854492,48
is_family,2710.2179069519043,43
srch_saturday_night_bool,2358.5299072265625,39
review_is_zero,1750.988597869873,23
is_weekend_search,1067.177505493164,20
has_query_affinity,774.268497467041,11
has_distance,299.3765068054199,5
starrating_is_zero,180.14919662475586,2
has_historical_price,64.06800079345703,1
has_visitor_history,55.79759979248047,1
