config_name,objective,boosting,label_gain,seed,num_leaves,learning_rate,best_iter,n_features,ndcg5,recall1,recall5,mean_booked_rank
SMOKE_BASE,lambdarank,gbdt,"0,2,15",456,400,0.03,4,143,0.2871647382888756,0.1395348837209302,0.4341085271317829,9.031007751937985
SMOKE_NOIPW,lambdarank,gbdt,"0,2,15",456,400,0.03,11,142,0.32186837080442604,0.1937984496124031,0.49612403100775193,8.155038759689923
