config_id,group,description,error,traceback_tail
SMOKE_FAIL,SMOKE,Smoke: should fail in compute_weights,Unknown weighting mode: INVALID_MODE,"Traceback (most recent call last): |   File ""/home/ubuntu/DataMiningTechniques/Assignment2/DataMiningAssignment2/run_overnight_experiments.py"", line 816, in run_one_config |     row_mask = apply_row_filter(train_split, config[""row_filter""]) |               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ |   File ""/home/ubuntu/DataMiningTechniques/Assignment2/DataMiningAssignment2/run_overnight_experiments.py"", line 590, in compute_weights |     raise ValueError(f""Unknown weighting mode: {mode}"") | ValueError: Unknown weighting mode: INVALID_MODE | "
