test_id,phase,n_members,members_added,weights_added,v6_weight,total_added_weight,ndcg5,recall1,recall5,mean_booked_rank,delta_vs_v6_loo9,delta_vs_v4_anchor
v6+pool_cb_rank_C_deeper+struct_rank_xendcg_regularized+cb_rank_A+xendcg_reg_seed42@0.075each,7_pool_n4,5,cb_rank_C_deeper+struct_rank_xendcg_regularized+cb_rank_A+xendcg_reg_seed42,"0.0750,0.0750,0.0750,0.0750",0.7,0.3,0.40979162818675735,0.2414914914914915,0.6244101244101244,6.1491491491491495,0.0008316281867573605,0.0057816281867573704
v6+pool_cb_rank_C_deeper+struct_rank_xendcg_regularized+xendcg_reg_seed42@0.075each,7_pool_n3,4,cb_rank_C_deeper+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0750,0.0750,0.0750",0.775,0.22499999999999998,0.4097186295589439,0.24091949091949091,0.6246961246961247,6.152080652080652,0.0007586295589439018,0.005708629558943912
v6+pool_cb_rank_C_deeper+xendcg_conservative+cb_rank_A+xendcg_reg_seed42@0.05each,7_pool_n4,5,cb_rank_C_deeper+xendcg_conservative+cb_rank_A+xendcg_reg_seed42,"0.0500,0.0500,0.0500,0.0500",0.8,0.2,0.4097080452396987,0.240990990990991,0.6248033748033748,6.158658658658658,0.0007480452396987358,0.005698045239698746
v6+pool_xendcg_conservative+cb_rank_A+xendcg_reg_seed42@0.075each,7_pool_n3,4,xendcg_conservative+cb_rank_A+xendcg_reg_seed42,"0.0750,0.0750,0.0750",0.775,0.22499999999999998,0.4096817180178177,0.24077649077649077,0.6246603746603746,6.156084656084656,0.0007217180178177296,0.0056717180178177395
v6+pool_struct_rank_xendcg_regularized+cb_rank_A+xendcg_reg_seed42@0.075each,7_pool_n3,4,struct_rank_xendcg_regularized+cb_rank_A+xendcg_reg_seed42,"0.0750,0.0750,0.0750",0.775,0.22499999999999998,0.40967700357666226,0.24102674102674101,0.6241598741598742,6.154046904046904,0.0007170035766622673,0.005667003576662277
v6+pool_cb_rank_C_deeper+cb_rank_A+xendcg_reg_seed42@0.075each,7_pool_n3,4,cb_rank_C_deeper+cb_rank_A+xendcg_reg_seed42,"0.0750,0.0750,0.0750",0.775,0.22499999999999998,0.40967098691921433,0.240990990990991,0.6245888745888746,6.158193908193908,0.0007109869192143403,0.00566098691921435
v6+pool_xendcg_conservative+cb_rank_A@0.075each,7_pool_n2,3,xendcg_conservative+cb_rank_A,"0.0750,0.0750",0.85,0.15,0.4096516734934585,0.2408122408122408,0.6246603746603746,6.162948662948663,0.0006916734934585,0.00564167349345851
v6+pool_cb_rank_C_deeper+xendcg_conservative+xendcg_reg_seed42@0.075each,7_pool_n3,4,cb_rank_C_deeper+xendcg_conservative+xendcg_reg_seed42,"0.0750,0.0750,0.0750",0.775,0.22499999999999998,0.40965110373273067,0.24045474045474047,0.6250893750893751,6.154046904046904,0.0006911037327306802,0.00564110373273069
v6+pool_struct_rank_xendcg_regularized+cb_rank_A+xendcg_reg_seed42@0.05each,7_pool_n3,4,struct_rank_xendcg_regularized+cb_rank_A+xendcg_reg_seed42,"0.0500,0.0500,0.0500",0.85,0.15000000000000002,0.4096455168833693,0.2408122408122408,0.6248748748748749,6.162769912769913,0.0006855168833693193,0.005635516883369329
v6+pool_cb_rank_C_deeper+struct_rank_xendcg_regularized+xendcg_reg_seed42@0.05each,7_pool_n3,4,cb_rank_C_deeper+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500,0.0500",0.85,0.15000000000000002,0.40963997676174935,0.2408122408122408,0.6251251251251251,6.161018161018161,0.0006799767617493568,0.005629976761749367
v6+pool_cb_rank_C_deeper+xendcg_conservative+xendcg_reg_seed42@0.05each,7_pool_n3,4,cb_rank_C_deeper+xendcg_conservative+xendcg_reg_seed42,"0.0500,0.0500,0.0500",0.85,0.15000000000000002,0.40961709973166405,0.24088374088374087,0.6251251251251251,6.162448162448163,0.000657099731664057,0.005607099731664067
v6+pool_cb_rank_C_deeper+xendcg_conservative+cb_rank_A+xendcg_reg_seed42@0.075each,7_pool_n4,5,cb_rank_C_deeper+xendcg_conservative+cb_rank_A+xendcg_reg_seed42,"0.0750,0.0750,0.0750,0.0750",0.7,0.3,0.4095940529841389,0.2405977405977406,0.6243743743743744,6.14964964964965,0.0006340529841389331,0.005584052984138943
v6+pool_xendcg_conservative+cb_rank_A+xendcg_reg_seed42@0.05each,7_pool_n3,4,xendcg_conservative+cb_rank_A+xendcg_reg_seed42,"0.0500,0.0500,0.0500",0.85,0.15000000000000002,0.40958997416218634,0.24074074074074073,0.625017875017875,6.1645574145574145,0.000629974162186353,0.005579974162186363
v6+pool_xendcg_conservative+struct_rank_xendcg_regularized+cb_rank_A+xendcg_reg_seed42@0.05each,7_pool_n4,5,xendcg_conservative+struct_rank_xendcg_regularized+cb_rank_A+xendcg_reg_seed42,"0.0500,0.0500,0.0500,0.0500",0.8,0.2,0.4095779984135102,0.24091949091949091,0.6244101244101244,6.157872157872158,0.0006179984135102345,0.0055679984135102445
v6+pool_cb_rank_C_deeper+xendcg_conservative+struct_rank_xendcg_regularized+cb_rank_A@0.075each,7_pool_n4,5,cb_rank_C_deeper+xendcg_conservative+struct_rank_xendcg_regularized+cb_rank_A,"0.0750,0.0750,0.0750,0.0750",0.7,0.3,0.4095616246962717,0.24074074074074073,0.6240526240526241,6.149435149435149,0.0006016246962717298,0.00555162469627174
v6+pool_cb_rank_C_deeper+cb_rank_A+xendcg_reg_seed42@0.05each,7_pool_n3,4,cb_rank_C_deeper+cb_rank_A+xendcg_reg_seed42,"0.0500,0.0500,0.0500",0.85,0.15000000000000002,0.40955973531458933,0.24084799084799086,0.6246246246246246,6.1652009152009155,0.0005997353145893447,0.005549735314589355
v6+cb_rank_C_deeper@w=0.200,1_single,2,cb_rank_C_deeper,0.2000,0.8,0.2,0.40951318758811234,0.240990990990991,0.6246603746603746,6.162233662233662,0.0005531875881123471,0.005503187588112357
v6+cb_rank_C_deeper@w=0.200_FOCUS,4_best_catboost,2,cb_rank_C_deeper,0.2000,0.8,0.2,0.40951318758811234,0.240990990990991,0.6246603746603746,6.162233662233662,0.0005531875881123471,0.005503187588112357
v6+pool_cb_rank_C_deeper+xendcg_conservative@0.075each,7_pool_n2,3,cb_rank_C_deeper+xendcg_conservative,"0.0750,0.0750",0.85,0.15,0.4095098843860614,0.2408122408122408,0.6245173745173745,6.161089661089661,0.0005498843860614056,0.0054998843860614155
v6+pool_cb_rank_C_deeper+xendcg_conservative+struct_rank_xendcg_regularized+xendcg_reg_seed42@0.05each,7_pool_n4,5,cb_rank_C_deeper+xendcg_conservative+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500,0.0500,0.0500",0.8,0.2,0.4095016508549817,0.24077649077649077,0.6245173745173745,6.156799656799657,0.0005416508549817012,0.005491650854981711
v6+pool_cb_rank_C_deeper+xendcg_conservative+struct_rank_xendcg_regularized+xendcg_reg_seed42@0.075each,7_pool_n4,5,cb_rank_C_deeper+xendcg_conservative+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0750,0.0750,0.0750,0.0750",0.7,0.3,0.4094975849634039,0.24063349063349063,0.6239096239096239,6.1462176462176465,0.0005375849634038921,0.005487584963403902
v6+pool_cb_rank_C_deeper+struct_rank_xendcg_regularized+cb_rank_A@0.05each,7_pool_n3,4,cb_rank_C_deeper+struct_rank_xendcg_regularized+cb_rank_A,"0.0500,0.0500,0.0500",0.85,0.15000000000000002,0.40949295075965036,0.24102674102674101,0.6244458744458744,6.162126412126412,0.0005329507596503746,0.005482950759650385
v6+pool_cb_rank_C_deeper+struct_rank_xendcg_regularized@0.05each,7_pool_n2,3,cb_rank_C_deeper+struct_rank_xendcg_regularized,"0.0500,0.0500",0.9,0.1,0.40949289567929337,0.24106249106249106,0.6243743743743744,6.167095667095667,0.000532895679293377,0.005482895679293387
v6+pool_cb_rank_C_deeper+xendcg_reg_seed42@0.075each,7_pool_n2,3,cb_rank_C_deeper+xendcg_reg_seed42,"0.0750,0.0750",0.85,0.15,0.4094880493933958,0.24084799084799086,0.6247676247676248,6.163985413985414,0.0005280493933957908,0.005478049393395801
v6+pool_cb_rank_A+xendcg_reg_seed42@0.05each,7_pool_n2,3,cb_rank_A+xendcg_reg_seed42,"0.0500,0.0500",0.9,0.1,0.40946505691654794,0.24091949091949091,0.6245531245531245,6.169383669383669,0.0005050569165479524,0.005455056916547962
v6+pool_cb_rank_C_deeper+struct_rank_xendcg_regularized+cb_rank_A+xendcg_reg_seed42@0.05each,7_pool_n4,5,cb_rank_C_deeper+struct_rank_xendcg_regularized+cb_rank_A+xendcg_reg_seed42,"0.0500,0.0500,0.0500,0.0500",0.8,0.2,0.4094643175226642,0.24124124124124124,0.6241956241956242,6.156835406835407,0.0005043175226642216,0.0054543175226642315
v6+pool_cb_rank_C_deeper+xendcg_conservative+cb_rank_A@0.075each,7_pool_n3,4,cb_rank_C_deeper+xendcg_conservative+cb_rank_A,"0.0750,0.0750,0.0750",0.775,0.22499999999999998,0.4094580946048159,0.24063349063349063,0.6243386243386243,6.156013156013156,0.000498094604815924,0.005448094604815934
v6+pool_xendcg_conservative+struct_rank_xendcg_regularized+cb_rank_A+xendcg_reg_seed42@0.075each,7_pool_n4,5,xendcg_conservative+struct_rank_xendcg_regularized+cb_rank_A+xendcg_reg_seed42,"0.0750,0.0750,0.0750,0.0750",0.7,0.3,0.40944659552792284,0.2407049907049907,0.6235521235521235,6.147969397969398,0.00048659552792285066,0.005436595527922861
v6+pool_struct_rank_xendcg_regularized+cb_rank_A@0.05each,7_pool_n2,3,struct_rank_xendcg_regularized+cb_rank_A,"0.0500,0.0500",0.9,0.1,0.4094427503675055,0.24095524095524096,0.6240526240526241,6.167917917917918,0.00048275036750550226,0.005432750367505512
v6+pool_cb_rank_A+xendcg_reg_seed42@0.075each,7_pool_n2,3,cb_rank_A+xendcg_reg_seed42,"0.0750,0.0750",0.85,0.15,0.40944212655725504,0.2405977405977406,0.6246961246961247,6.165486915486915,0.00048212655725504705,0.005432126557255057
v6+pool_xendcg_conservative+cb_rank_A@0.05each,7_pool_n2,3,xendcg_conservative+cb_rank_A,"0.0500,0.0500",0.9,0.1,0.4094368757425854,0.24084799084799086,0.6243386243386243,6.167703417703418,0.0004768757425854253,0.005426875742585435
v6+XEN_SEED_AVG@0.1+CP_REG_SEED_AVG@0.1+DS_REG_SEED_AVG@0.075,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.1000,0.1000,0.0750",0.725,0.275,0.4094316577990279,0.2412054912054912,0.6243028743028743,6.16016016016016,0.0004716577990279136,0.0054216577990279236
v6+pool_xendcg_conservative+xendcg_reg_seed42@0.075each,7_pool_n2,3,xendcg_conservative+xendcg_reg_seed42,"0.0750,0.0750",0.85,0.15,0.4094180585402766,0.24074074074074073,0.625053625053625,6.161018161018161,0.00045805854027658466,0.005408058540276595
v6+pool_cb_rank_C_deeper+xendcg_conservative+struct_rank_xendcg_regularized+cb_rank_A@0.05each,7_pool_n4,5,cb_rank_C_deeper+xendcg_conservative+struct_rank_xendcg_regularized+cb_rank_A,"0.0500,0.0500,0.0500,0.0500",0.8,0.2,0.4094073518909404,0.24088374088374087,0.6240526240526241,6.159266409266409,0.0004473518909404173,0.005397351890940427
v6+XEN_SEED_AVG@0.1+CP_REG_SEED_AVG@0.075+DS_REG_SEED_AVG@0.1,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.1000,0.0750,0.1000",0.725,0.275,0.4094028804572633,0.240990990990991,0.6242313742313742,6.158765908765909,0.00044288045726331715,0.005392880457263327
v6+XEN_SEED_AVG@0.1+CP_REG_SEED_AVG@0.05+DS_REG_SEED_AVG@0.1,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.1000,0.0500,0.1000",0.75,0.25,0.4093977191020451,0.24084799084799086,0.6245888745888746,6.158658658658658,0.0004377191020450977,0.005387719102045108
v6+xendcg_conservative@w=0.100,1_single,2,xendcg_conservative,0.1000,0.9,0.1,0.4093960406294267,0.24102674102674101,0.6246603746603746,6.167703417703418,0.00043604062942670385,0.005386040629426714
v6+XEN_SEED_AVG@0.1+CP_REG_SEED_AVG@0.075+DS_REG_SEED_AVG@0.075,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.1000,0.0750,0.0750",0.75,0.25,0.40938844669467706,0.24091949091949091,0.6245531245531245,6.16001716001716,0.00042844669467706487,0.005378446694677075
v6+pool_cb_rank_C_deeper+xendcg_conservative@0.05each,7_pool_n2,3,cb_rank_C_deeper+xendcg_conservative,"0.0500,0.0500",0.9,0.1,0.40938464422821225,0.24074074074074073,0.6245531245531245,6.166845416845417,0.00042464422821225645,0.005374644228212266
v6+XEN_SEED_AVG@0.1+CP_REG_SEED_AVG@0.05+DS_REG_SEED_AVG@0.05,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.1000,0.0500,0.0500",0.8,0.2,0.40938030685352017,0.24102674102674101,0.6245173745173745,6.162448162448163,0.0004203068535201804,0.00537030685352019
v6+pool_cb_rank_C_deeper+xendcg_conservative+cb_rank_A@0.05each,7_pool_n3,4,cb_rank_C_deeper+xendcg_conservative+cb_rank_A,"0.0500,0.0500,0.0500",0.85,0.15000000000000002,0.40937354059359804,0.24066924066924067,0.6240883740883741,6.163198913198913,0.0004135405935980496,0.00536354059359806
v6+pool_cb_rank_C_deeper+struct_rank_xendcg_regularized@0.075each,7_pool_n2,3,cb_rank_C_deeper+struct_rank_xendcg_regularized,"0.0750,0.0750",0.85,0.15,0.40936458151966143,0.24113399113399114,0.6239096239096239,6.16066066066066,0.00040458151966143996,0.00535458151966145
v6+pool_struct_rank_xendcg_regularized+cb_rank_A@0.075each,7_pool_n2,3,struct_rank_xendcg_regularized+cb_rank_A,"0.0750,0.0750",0.85,0.15,0.4093589431902779,0.240990990990991,0.6238738738738738,6.162412412412412,0.0003989431902778895,0.0053489431902778994
v6+cb_rank_C_deeper@w=0.150_FOCUS,4_best_catboost,2,cb_rank_C_deeper,0.1500,0.85,0.15,0.40935729752089145,0.2408122408122408,0.6244101244101244,6.164986414986415,0.00039729752089145975,0.00534729752089147
v6+cb_rank_C_deeper@w=0.150,1_single,2,cb_rank_C_deeper,0.1500,0.85,0.15,0.40935729752089145,0.2408122408122408,0.6244101244101244,6.164986414986415,0.00039729752089145975,0.00534729752089147
v6+struct_rank_xendcg_regularized@w=0.100,1_single,2,struct_rank_xendcg_regularized,0.1000,0.9,0.1,0.4093307024882868,0.24074074074074073,0.6241956241956242,6.165415415415415,0.0003707024882868004,0.00532070248828681
v6+pool_xendcg_conservative+struct_rank_xendcg_regularized+cb_rank_A@0.05each,7_pool_n3,4,xendcg_conservative+struct_rank_xendcg_regularized+cb_rank_A,"0.0500,0.0500,0.0500",0.85,0.15000000000000002,0.4093291663057557,0.24049049049049048,0.6243386243386243,6.163484913484914,0.0003691663057557304,0.00531916630575574
v6+XEN_SEED_AVG@0.1+CP_REG_SEED_AVG@0.05+DS_REG_SEED_AVG@0.075,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.1000,0.0500,0.0750",0.775,0.225,0.40932744659952236,0.2408122408122408,0.6246603746603746,6.16066066066066,0.0003674465995223697,0.00531744659952238
v6+XEN_SEED_AVG[6]@w=0.250,2_xendcg_seed_avg,2,XEN_SEED_AVG,0.2500,0.75,0.25,0.40932660478784444,0.24056199056199057,0.6241598741598742,6.1493278993279,0.00036660478784444894,0.005316604787844459
v6+pool_cb_rank_C_deeper+xendcg_reg_seed42@0.05each,7_pool_n2,3,cb_rank_C_deeper+xendcg_reg_seed42,"0.0500,0.0500",0.9,0.1,0.4093197814923244,0.24084799084799086,0.6244458744458744,6.168740168740169,0.0003597814923244069,0.005309781492324417
v6+XEN_SEED_AVG[6]@w=0.100,2_xendcg_seed_avg,2,XEN_SEED_AVG,0.1000,0.9,0.1,0.4093156377499429,0.2407049907049907,0.6244101244101244,6.166273416273416,0.0003556377499429053,0.005305637749942915
v6+pool_cb_rank_C_deeper+cb_rank_A@0.075each,7_pool_n2,3,cb_rank_C_deeper+cb_rank_A,"0.0750,0.0750",0.85,0.15,0.40930591314600073,0.2408122408122408,0.6243743743743744,6.166845416845417,0.0003459131460007425,0.0052959131460007525
v6+pool_struct_rank_xendcg_regularized+xendcg_reg_seed42@0.075each,7_pool_n2,3,struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0750,0.0750",0.85,0.15,0.409301394399306,0.24034749034749034,0.6244816244816245,6.15998140998141,0.00034139439930602755,0.0052913943993060375
v6+XEN_SEED_AVG[6]@w=0.075,2_xendcg_seed_avg,2,XEN_SEED_AVG,0.0750,0.925,0.075,0.4092973370367531,0.24063349063349063,0.6243028743028743,6.16981266981267,0.0003373370367530937,0.005287337036753104
v6+xendcg_conservative@w=0.075,1_single,2,xendcg_conservative,0.0750,0.925,0.075,0.40928643274376897,0.24063349063349063,0.6240526240526241,6.171206921206921,0.00032643274376897846,0.005276432743768988
v6+pool_xendcg_conservative+struct_rank_xendcg_regularized+cb_rank_A@0.075each,7_pool_n3,4,xendcg_conservative+struct_rank_xendcg_regularized+cb_rank_A,"0.0750,0.0750,0.0750",0.775,0.22499999999999998,0.4092864231151572,0.24034749034749034,0.6236593736593736,6.156906906906907,0.0003264231151572372,0.005276423115157247
v6+xendcg_conservative@w=0.200,1_single,2,xendcg_conservative,0.2000,0.8,0.2,0.4092757111152269,0.24041899041899042,0.6242313742313742,6.155727155727155,0.0003157111152269354,0.005265711115226945
v6+XEN_SEED_AVG@0.1+CP_REG_SEED_AVG@0.075+DS_REG_SEED_AVG@0.05,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.1000,0.0750,0.0500",0.775,0.225,0.4092706361819446,0.24106249106249106,0.6244101244101244,6.161554411554412,0.0003106361819446013,0.005260636181944611
v6+pool_cb_rank_C_deeper+cb_rank_A@0.05each,7_pool_n2,3,cb_rank_C_deeper+cb_rank_A,"0.0500,0.0500",0.9,0.1,0.409266423513805,0.24088374088374087,0.6241241241241241,6.17024167024167,0.00030642351380499866,0.005256423513805009
v6+pool_xendcg_conservative+xendcg_reg_seed42@0.05each,7_pool_n2,3,xendcg_conservative+xendcg_reg_seed42,"0.0500,0.0500",0.9,0.1,0.4092659083492096,0.24095524095524096,0.6243743743743744,6.167202917202917,0.00030590834920962706,0.005255908349209637
v6+cb_rank_C_deeper@w=0.100_FOCUS,4_best_catboost,2,cb_rank_C_deeper,0.1000,0.9,0.1,0.4092518336207178,0.24088374088374087,0.6241956241956242,6.17067067067067,0.0002918336207178296,0.0052418336207178395
v6+cb_rank_C_deeper@w=0.100,1_single,2,cb_rank_C_deeper,0.1000,0.9,0.1,0.4092518336207178,0.24088374088374087,0.6241956241956242,6.17067067067067,0.0002918336207178296,0.0052418336207178395
v6+pool_struct_rank_xendcg_regularized+xendcg_reg_seed42@0.05each,7_pool_n2,3,struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500",0.9,0.1,0.4092357828976384,0.24041899041899042,0.6242313742313742,6.167310167310167,0.00027578289763841024,0.00522578289763842
v6+XEN_SEED_AVG@0.1+CP_REG_SEED_AVG@0.1+DS_REG_SEED_AVG@0.05,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.1000,0.1000,0.0500",0.75,0.25,0.40922938722608776,0.24077649077649077,0.6243028743028743,6.160517660517661,0.00026938722608776944,0.005219387226087779
v6+cb_rank_A@w=0.200,1_single,2,cb_rank_A,0.2000,0.8,0.2,0.40922881078214596,0.24045474045474047,0.6241598741598742,6.1673459173459175,0.0002688107821459673,0.005218810782145977
v6+XEN_SEED_AVG[6]@w=0.150,2_xendcg_seed_avg,2,XEN_SEED_AVG,0.1500,0.85,0.15,0.40922496343241704,0.24095524095524096,0.6240526240526241,6.160910910910911,0.00026496343241705356,0.0052149634324170635
v6+xendcg_conservative@w=0.050,1_single,2,xendcg_conservative,0.0500,0.95,0.05,0.40922452740176324,0.24045474045474047,0.6240526240526241,6.174996424996425,0.0002645274017632482,0.005214527401763258
v6+xendcg_reg_seed42@w=0.050,1_single,2,xendcg_reg_seed42,0.0500,0.95,0.05,0.4092221673431287,0.24049049049049048,0.6246961246961247,6.174638924638924,0.00026216734312872747,0.005212167343128737
v6+pool_cb_rank_C_deeper+xendcg_conservative+struct_rank_xendcg_regularized@0.075each,7_pool_n3,4,cb_rank_C_deeper+xendcg_conservative+struct_rank_xendcg_regularized,"0.0750,0.0750,0.0750",0.775,0.22499999999999998,0.40921380062205104,0.24031174031174032,0.6238023738023738,6.156013156013156,0.00025380062205104803,0.005203800622051058
v6+cb_rank_A@w=0.100,1_single,2,cb_rank_A,0.1000,0.9,0.1,0.40921184864364246,0.24077649077649077,0.6241598741598742,6.171421421421422,0.0002518486436424716,0.0052018486436424816
v6+pool_cb_rank_C_deeper+xendcg_conservative+struct_rank_xendcg_regularized@0.05each,7_pool_n3,4,cb_rank_C_deeper+xendcg_conservative+struct_rank_xendcg_regularized,"0.0500,0.0500,0.0500",0.85,0.15000000000000002,0.40920953235388774,0.24045474045474047,0.6243743743743744,6.162698412698413,0.0002495323538877492,0.005199532353887759
v6+XEN_SEED_AVG@0.075+CP_REG_SEED_AVG@0.1+DS_REG_SEED_AVG@0.1,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.0750,0.1000,0.1000",0.725,0.275,0.40920851781111445,0.24066924066924067,0.6242671242671243,6.164056914056914,0.00024851781111445703,0.005198517811114467
v6+XEN_SEED_AVG[6]@w=0.050,2_xendcg_seed_avg,2,XEN_SEED_AVG,0.0500,0.95,0.05,0.40920690099323254,0.24056199056199057,0.6242671242671243,6.173888173888174,0.0002469009932325461,0.005196900993232556
v6+XEN_SEED_AVG@0.075+CP_REG_SEED_AVG@0.1+DS_REG_SEED_AVG@0.05,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.0750,0.1000,0.0500",0.775,0.225,0.4092051470469383,0.24095524095524096,0.6240526240526241,6.165987415987416,0.0002451470469382877,0.005195147046938298
v6+XEN_SEED_AVG@0.075+CP_REG_SEED_AVG@0.075+DS_REG_SEED_AVG@0.075,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.0750,0.0750,0.0750",0.775,0.22499999999999998,0.40920368771104626,0.24084799084799086,0.6243386243386243,6.166273416273416,0.00024368771104626985,0.00519368771104628
v6+cb_rank_C_deeper@w=0.075,1_single,2,cb_rank_C_deeper,0.0750,0.925,0.075,0.40920168463717593,0.24027599027599028,0.6242313742313742,6.173923923923924,0.0002416846371759429,0.005191684637175953
v6+cb_rank_C_deeper@w=0.075_FOCUS,4_best_catboost,2,cb_rank_C_deeper,0.0750,0.925,0.075,0.40920168463717593,0.24027599027599028,0.6242313742313742,6.173923923923924,0.0002416846371759429,0.005191684637175953
v6+reg_bal15_seed123@w=0.075,1_single,2,reg_bal15_seed123,0.0750,0.925,0.075,0.409198221613554,0.24049049049049048,0.6243743743743744,6.17996567996568,0.00023822161355402383,0.005188221613554034
v6+XEN_SEED_AVG@0.075+CP_REG_SEED_AVG@0.05+DS_REG_SEED_AVG@0.1,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.0750,0.0500,0.1000",0.775,0.225,0.40919321201872805,0.24041899041899042,0.6245173745173745,6.166380666380666,0.0002332120187280573,0.005183212018728067
v6+xendcg_reg_seed456@w=0.030,1_single,2,xendcg_reg_seed456,0.0300,0.97,0.03,0.40918844197607884,0.2402044902044902,0.6241956241956242,6.177963677963678,0.00022844197607885253,0.0051784419760788625
v6+cb_rank_B_regularized@w=0.075,1_single,2,cb_rank_B_regularized,0.0750,0.925,0.075,0.40918692686137487,0.24034749034749034,0.6241598741598742,6.169097669097669,0.0002269268613748765,0.0051769268613748864
v6+XEN_SEED_AVG@0.075+CP_REG_SEED_AVG@0.075+DS_REG_SEED_AVG@0.1,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.0750,0.0750,0.1000",0.75,0.25,0.4091868323269942,0.24066924066924067,0.6242313742313742,6.165165165165165,0.00022683232699421962,0.00517683232699423
v6+xendcg_conservative@w=0.150,1_single,2,xendcg_conservative,0.1500,0.85,0.15,0.4091858699542751,0.24066924066924067,0.6238738738738738,6.161339911339911,0.00022586995427509304,0.005175869954275103
v6+xendcg_reg_seed42@w=0.150,1_single,2,xendcg_reg_seed42,0.1500,0.85,0.15,0.40918382746779486,0.24027599027599028,0.6250893750893751,6.1616259116259116,0.00022382746779486817,0.005173827467794878
v6+cb_rank_C_deeper@w=0.050,1_single,2,cb_rank_C_deeper,0.0500,0.95,0.05,0.40918252823206974,0.24027599027599028,0.6241956241956242,6.176783926783926,0.00022252823206975192,0.005172528232069762
v6+cb_rank_C_deeper@w=0.050_FOCUS,4_best_catboost,2,cb_rank_C_deeper,0.0500,0.95,0.05,0.40918252823206974,0.24027599027599028,0.6241956241956242,6.176783926783926,0.00022252823206975192,0.005172528232069762
v6+xendcg_reg_seed123@w=0.100,1_single,2,xendcg_reg_seed123,0.1000,0.9,0.1,0.4091797939366566,0.24124124124124124,0.6242313742313742,6.164307164307164,0.0002197939366566093,0.005169793936656619
v6+xendcg_reg_seed42@w=0.075,1_single,2,xendcg_reg_seed42,0.0750,0.925,0.075,0.40917856870412617,0.2407049907049907,0.6241241241241241,6.1723509223509225,0.00021856870412617635,0.005168568704126186
v6+struct_rank_xendcg_regularized@w=0.050,1_single,2,struct_rank_xendcg_regularized,0.0500,0.95,0.05,0.40917776164854397,0.24041899041899042,0.6241241241241241,6.174781924781925,0.00021776164854397928,0.005167761648543989
v6+cb_rank_A@w=0.075,1_single,2,cb_rank_A,0.0750,0.925,0.075,0.40917598828396584,0.24045474045474047,0.6238738738738738,6.174710424710424,0.00021598828396585112,0.005165988283965861
v6+XEN_SEED_AVG@0.075+CP_REG_SEED_AVG@0.05+DS_REG_SEED_AVG@0.075,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.0750,0.0500,0.0750",0.8,0.2,0.4091736584871479,0.24045474045474047,0.6244458744458744,6.166595166595166,0.00021365848714788305,0.005163658487147893
v6+xendcg_conservative@w=0.030,1_single,2,xendcg_conservative,0.0300,0.97,0.03,0.40917156944709515,0.24027599027599028,0.6241956241956242,6.177069927069927,0.00021156944709516123,0.005161569447095171
v6+XEN_SEED_AVG[6]@w=0.200,2_xendcg_seed_avg,2,XEN_SEED_AVG,0.2000,0.8,0.2,0.409167303692447,0.24041899041899042,0.623945373945374,6.155870155870156,0.00020730369244703617,0.005157303692447046
v6+reg_bal15_seed123@w=0.050,1_single,2,reg_bal15_seed123,0.0500,0.95,0.05,0.40916397668741994,0.24063349063349063,0.6241598741598742,6.18032318032318,0.0002039766874199489,0.005153976687419959
v6+pool_xendcg_conservative+struct_rank_xendcg_regularized+xendcg_reg_seed42@0.05each,7_pool_n3,4,xendcg_conservative+struct_rank_xendcg_regularized+xendcg_reg_seed42,"0.0500,0.0500,0.0500",0.85,0.15000000000000002,0.40916378023354605,0.24041899041899042,0.6241956241956242,6.161804661804662,0.00020378023354605812,0.005153780233546068
