test_id,phase,n_members,members_added,weights_added,v6_weight,total_added_weight,ndcg5,recall1,recall5,mean_booked_rank,delta_vs_v6_loo9,delta_vs_v4_anchor
v6+pool_xendcg_conservative+struct_rank_xendcg_regularized@0.05each,7_pool_n2,3,xendcg_conservative+struct_rank_xendcg_regularized,"0.0500,0.0500",0.9,0.1,0.40915578190689617,0.24013299013299014,0.6243028743028743,6.16991991991992,0.00019578190689617525,0.005145781906896185
v6+xendcg_reg_seed123@w=0.150,1_single,2,xendcg_reg_seed123,0.1500,0.85,0.15,0.40915507888373864,0.24124124124124124,0.6243743743743744,6.15990990990991,0.000195078883738653,0.005145078883738663
v6+cp_reg_seed42@w=0.050,1_single,2,cp_reg_seed42,0.0500,0.95,0.05,0.40914894968094245,0.24045474045474047,0.6238738738738738,6.18000143000143,0.0001889496809424629,0.005138949680942473
v6+reg_bal15_seed123@w=0.100,1_single,2,reg_bal15_seed123,0.1000,0.9,0.1,0.4091475456649373,0.24006149006149005,0.6248391248391248,6.181073931073931,0.00018754566493728309,0.005137545664937293
v6+cb_rank_A@w=0.050,1_single,2,cb_rank_A,0.0500,0.95,0.05,0.409132622209741,0.24016874016874018,0.6243028743028743,6.176819676819677,0.0001726222097410135,0.0051226222097410234
v6+pool_cb_rank_C_deeper+struct_rank_xendcg_regularized+cb_rank_A@0.075each,7_pool_n3,4,cb_rank_C_deeper+struct_rank_xendcg_regularized+cb_rank_A,"0.0750,0.0750,0.0750",0.775,0.22499999999999998,0.40913120669561215,0.24063349063349063,0.6231231231231231,6.158944658944659,0.0001712066956121583,0.005121206695612168
v6+struct_CP_regularized@w=0.100,1_single,2,struct_CP_regularized,0.1000,0.9,0.1,0.40911809332987503,0.2408122408122408,0.6242313742313742,6.176462176462176,0.000158093329875042,0.005108093329875052
v6+XEN_SEED_AVG@0.075+CP_REG_SEED_AVG@0.05+DS_REG_SEED_AVG@0.05,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.0750,0.0500,0.0500",0.825,0.175,0.40911357520095604,0.24045474045474047,0.6242671242671243,6.168346918346918,0.0001535752009560465,0.0051035752009560564
v6+cb_rank_B_regularized@w=0.030,1_single,2,cb_rank_B_regularized,0.0300,0.97,0.03,0.4091109143797799,0.24013299013299014,0.6238381238381239,6.176462176462176,0.00015091437977993172,0.005100914379779942
v6+struct_CP_regularized@w=0.075,1_single,2,struct_CP_regularized,0.0750,0.925,0.075,0.40910999900629763,0.2405977405977406,0.6241956241956242,6.179465179465179,0.00014999900629764085,0.005099999006297651
v6+xendcg_reg_seed123@w=0.075,1_single,2,xendcg_reg_seed123,0.0750,0.925,0.075,0.40910673071509196,0.24031174031174032,0.6240883740883741,6.170956670956671,0.00014673071509196944,0.005096730715091979
v6+XEN_SEED_AVG@0.075+CP_REG_SEED_AVG@0.075+DS_REG_SEED_AVG@0.05,6_seed_avg_triple,4,XEN_SEED_AVG+CP_REG_SEED_AVG+DS_REG_SEED_AVG,"0.0750,0.0750,0.0500",0.8,0.2,0.4091041031668034,0.24066924066924067,0.6242671242671243,6.167560417560417,0.00014410316680341095,0.005094103166803421
v6+struct_rank_xendcg_regularized@w=0.030,1_single,2,struct_rank_xendcg_regularized,0.0300,0.97,0.03,0.4091029404283968,0.24031174031174032,0.6238738738738738,6.178106678106678,0.00014294042839679832,0.005092940428396808
v6+xendcg_reg_seed456@w=0.050,1_single,2,xendcg_reg_seed456,0.0500,0.95,0.05,0.40909647670627614,0.2402044902044902,0.623945373945374,6.175532675532676,0.00013647670627614517,0.005086476706276155
