config_name,objective,boosting,label_gain,seed,num_leaves,learning_rate,best_iter,n_features,ndcg5,recall1,recall5,mean_booked_rank
lg_0_1_10,lambdarank,gbdt,"0,1,10",456,400,0.03,647,143,0.4219152388029706,0.2525539988324576,0.6414915353181553,5.945125510799767
lg_0_1_12,lambdarank,gbdt,"0,1,12",456,400,0.03,240,143,0.418695076029621,0.2476649153531815,0.6373321657910099,6.026853473438412
lg_0_1_15,lambdarank,gbdt,"0,1,15",456,400,0.03,632,143,0.4219149237443544,0.251970227670753,0.6407618213660246,5.974168126094571
lg_0_1_18,lambdarank,gbdt,"0,1,18",456,400,0.03,315,143,0.4222852115176543,0.2547431406888499,0.6417834208990076,5.9715411558669
lg_0_1_20,lambdarank,gbdt,"0,1,20",456,400,0.03,389,143,0.4211600359481479,0.2528458844133099,0.6398861646234676,5.971176298890835
lg_0_2_15,lambdarank,gbdt,"0,2,15",456,400,0.03,470,143,0.42258492860753216,0.25569176882662,0.6411996497373029,5.957968476357268
